1321572752	"Mount Sinai St. Luke's and Mount Sinai Roosevelt"	"NY-USA"	"Academia"
1334819555	"Memorial Sloan Kettering Cancer Center"	"NY-USA"	"Academia"
1298154867	"Kennedy Krieger Institute"	"MD-USA"	"Academia"
1292894508	"Roswell Park Cancer Institute"	"NY-USA"	"Academia"
1297011914	"Gulf Coast Regional Blood Center"	"TX-USA"	"Academia"
1289437631	"Fox Chase Cancer Center"	"PA-USA"	"Academia"
1287163989	"Massachusetts Eye and Ear Infirmary"	"MA-USA"	"Academia"
227586296	"American Physical Therapy Association"	"VA-USA"	"Academia"
123431417	"Scripps Research Institute"	"CA-USA"	"Academia"
107606265	"Broad Institute"	"MA-USA"	"Academia"
103990859	"Pennington Biomedical Research Center"	"LA-USA"	"Academia"
102322052	"Wistar Institute"	"PA-USA"	"Academia"
98704320	"Icahn School of Medicine at Mount Sinai"	"NY-USA"	"Academia"
30558944	"Oklahoma Medical Research Foundation"	"OK-USA"	"Academia"
25790992	"Cardiovascular Institute of the South"	"LA-USA"	"Academia"
1295499534	"Seattle Children's"	"WA-USA"	"Academia"
99399873	"Seattle Children's Research Institute"	"WA-USA"	"Academia"
627507	"Aurora Mental Health Center"	"CO-USA"	"Academia"
5716644	"Carilion Clinic"	"VA-USA"	"Academia"
7287704	"Jewish Hospital"	"OH-USA"	"Academia"
2802133040	"Mazzoni Center"	"PA-USA"	"Academia"
2802713531	"Pilgrim Psychiatric Center"	"NY-USA"	"Academia"
3163766975	"Blue Cross and Blue Shield of Kansas City"	"MO-USA"	"Academia"
31850872	"Blue Cross Blue Shield of Michigan"	"MI-USA"	"Academia"
46931709	"Horizon Blue Cross Blue Shield of New Jersey"	"NJ-USA"	"Academia"
1289835202	"Blue Shield of California"	"CA-USA"	"Academia"
1302147471	"Blue Cross Blue Shield of Massachusetts"	"MA-USA"	"Academia"
2801415451	"Blue Cross Blue Shield Association"	"IL-USA"	"Academia"
1335195914	"Kessler Institute for Rehabilitation"	"NJ-USA"	"Academia"
12162001	"UnitedHealth Group"	"MN-USA"	"Academia"
20844713	"Educational Commission for Foreign Medical Graduates"	"PA-USA"	"Academia"
23874457	"Health Resources and Services Administration"	"MD-USA"	"Academia"
29969887	"Children's Hospital Oakland Research Institute"	"CA-USA"	"Academia"
31493429	"Leonard Davis Institute of Health Economics"	"PA-USA"	"Academia"
44580034	"Fenway Health"	"MA-USA"	"Academia"
46603895	"Varian Medical Systems"	"CA-USA"	"Academia"
47306379	"United Hospital Fund"	"NY-USA"	"Academia"
2800096636	"Riverview Psychiatric Center"	"ME-USA"	"Academia"
48633490	"Partners HealthCare"	"MA-USA"	"Academia"
51713134	"Anschutz Medical Campus"	"CO-USA"	"Academia"
52052386	"HealthBridge"	"OH-USA"	"Academia"
52792670	"HealthPartners"	"MN-USA"	"Academia"
54383971	"EcoHealth Alliance"	"NY-USA"	"Academia"
54713919	"Geisinger Health System"	"PA-USA"	"Academia"
58633103	"Palmetto Health"	"SC-USA"	"Academia"
64467955	"Cleveland Clinic Lerner Research Institute"	"OH-USA"	"Academia"
66655595	"Mercy Health Partners"	"OH-USA"	"Academia"
67339987	"Atlantic Health System"	"NJ-USA"	"Academia"
71281399	"St. John Providence Health System"	"MI-USA"	"Academia"
72019824	"VCU Medical Center"	"VA-USA"	"Academia"
75420490	"LSU Health Sciences Center New Orleans"	"LA-USA"	"Academia"
77988919	"Zynx Health"	"CA-USA"	"Academia"
79272914	"MacLean Center for Clinical Medical Ethics"	"IL-USA"	"Academia"
81020160	"LSU Health Sciences Center Shreveport"	"LA-USA"	"Academia"
82783531	"Penn State Milton S. Hershey Medical Center"	"PA-USA"	"Academia"
82994568	"Agency for Healthcare Research and Quality"	"MD-USA"	"Academia"
86755215	"MedStar Health"	"MD-USA"	"Academia"
87162078	"The Institute for Clinical Social Work"	"IL-USA"	"Academia"
94396219	"Providence Health & Services"	"WA-USA"	"Academia"
97437174	"Fallon Community Health Plan"	"MA-USA"	"Academia"
99263050	"World Federation for Mental Health"	"VA-USA"	"Academia"
99840902	"Billings Clinic"	"MT-USA"	"Academia"
101890099	"Northside Hospital"	"GA-USA"	"Academia"
108785884	"Intermountain Healthcare"	"UT-USA"	"Academia"
114073160	"Sutter Health"	"CA-USA"	"Academia"
114131015	"Stowers Institute for Medical Research"	"MO-USA"	"Academia"
116530498	"Inova Health System"	"VA-USA"	"Academia"
117397414	"Aurora Health Care"	"WI-USA"	"Academia"
119215111	"AcademyHealth"	"WDC-USA"	"Academia"
124574311	"Cambridge Health Alliance"	"MA-USA"	"Academia"
125029298	"Texas A&M Health Science Center"	"TX-USA"	"Academia"
126218986	"Children's Hospital of Wisconsin"	"WI-USA"	"Academia"
126688049	"The Dartmouth Institute for Health Policy and Clinical Practice"	"NH-USA"	"Academia"
127073530	"OhioHealth"	"OH-USA"	"Academia"
129364015	"Partners In Health"	"MA-USA"	"Academia"
129567078	"Huntington Medical Research Institutes"	"CA-USA"	"Academia"
132943300	"Emory Healthcare"	"GA-USA"	"Academia"
137520241	"Aethlon Medical"	"CA-USA"	"Academia"
137629816	"CVS Health"	"CA-USA"	"Academia"
143414431	"Essentia Health"	"MN-USA"	"Academia"
146183641	"Spectrum Health"	"MI-USA"	"Academia"
147878501	"Orlando Health"	"FL-USA"	"Academia"
150117356	"Group Health Research Institute"	"WA-USA"	"Academia"
154057602	"Henry Ford Health System"	"MI-USA"	"Academia"
156622002	"Sharp HealthCare"	"CA-USA"	"Academia"
157850169	"Indian Health Service"	"NM-USA"	"Academia"
158133745	"MGH Institute of Health Professions"	"MA-USA"	"Academia"
163879017	"Legacy Health"	"OR-USA"	"Academia"
165053356	"IMS Health"	"CT-USA"	"Academia"
171831053	"Office of Chief Medical Examiner of the City of New York"	"NY-USA"	"Academia"
174354714	"Saint Joseph Mercy Health System"	"MI-USA"	"Academia"
174574984	"Crozer-Keystone Health System"	"PA-USA"	"Academia"
175669267	"Carestream Health"	"NY-USA"	"Academia"
178102751	"Hansen Medical"	"CA-USA"	"Academia"
181697535	"SUNY Downstate Medical Center"	"NY-USA"	"Academia"
182321934	"Lankenau Institute for Medical Research"	"PA-USA"	"Academia"
187342831	"Sharon Regional Health System"	"PA-USA"	"Academia"
188891513	"Sanford-Burnham Institute for Medical Research"	"CA-USA"	"Academia"
189504160	"Truven Health Analytics"	"MI-USA"	"Academia"
194391707	"BioClinica"	"PA-USA"	"Academia"
196962458	"Virginia Health Quality Center"	"VA-USA"	"Academia"
198847765	"PinnacleHealth System"	"PA-USA"	"Academia"
200799365	"Community Health Systems"	"TN-USA"	"Academia"
202709704	"Norton Healthcare"	"KY-USA"	"Academia"
204025176	"Center on Media and Child Health"	"MA-USA"	"Academia"
204866599	"VA Palo Alto Healthcare System"	"CA-USA"	"Academia"
220194752	"Memorial Hermann Memorial City Medical Center"	"TX-USA"	"Academia"
220440125	"EmblemHealth"	"NY-USA"	"Academia"
230744626	"Adventist HealthCare"	"MD-USA"	"Academia"
231098881	"Texas Health and Human Services Commission"	"TX-USA"	"Academia"
253691121	"Genesis Health System"	"IA-USA"	"Academia"
277654835	"CORE Health Care"	"TX-USA"	"Academia"
283207810	"Defense Centers of Excellence for Psychological Health and Traumatic Brain Injury"	"VA-USA"	"Academia"
291217090	"Rutgers Biomedical and Health Sciences"	"NJ-USA"	"Academia"
293380024	"Kettering Health Network"	"OH-USA"	"Academia"
334093121	"Whitman-Walker Health"	"WDC-USA"	"Academia"
402481858	"Massachusetts Executive Office of Health and Human Services"	"MA-USA"	"Academia"
603884365	"Steward Health Care System"	"TX-USA"	"Academia"
863686930	"Precision Health Economics"	"CA-USA"	"Academia"
870545813	"Spacelabs Healthcare"	"WA-USA"	"Academia"
878227088	"Coventry Health Care"	"MD-USA"	"Academia"
893848355	"Dialysis Clinic, Inc"	"TN-USA"	"Academia"
895455137	"Institute of Business & Medical Careers"	"CO-USA"	"Academia"
896787456	"Health Management Associates"	"FL-USA"	"Academia"
912926036	"HVS Global Hospitality Services"	"NY-USA"	"Academia"
916057793	"SEIU United Healthcare Workers West"	"CA-USA"	"Academia"
920293368	"PRA Health Sciences"	"NC-USA"	"Academia"
933103303	"Health Initiative of the Americas"	"CA-USA"	"Academia"
1279954496	"Children's Hospital Oakland"	"CA-USA"	"Academia"
1280207039	"HealthEast Care System"	"MN-USA"	"Academia"
1280398983	"Holy Spirit Hospital"	"PA-USA"	"Academia"
1281027232	"Lincoln Hospital"	"NY-USA"	"Academia"
1281092888	"Norwalk Hospital"	"CT-USA"	"Academia"
1281226547	"Providence St. Vincent Medical Center"	"OR-USA"	"Academia"
1281539108	"Hospital for Special Surgery"	"NY-USA"	"Academia"
1281614193	"Holy Name Medical Center"	"NJ-USA"	"Academia"
1281704429	"Christiana Care Health System"	"DE-USA"	"Academia"
1282493450	"Saint Thomas - West Hospital"	"TN-USA"	"Academia"
1282516798	"Wake Forest Baptist Medical Center"	"NC-USA"	"Academia"
1282532422	"Regions Hospital"	"MN-USA"	"Academia"
1282649928	"Newark Beth Israel Medical Center"	"NJ-USA"	"Academia"
1282676378	"Providence Sacred Heart Medical Center and Children's Hospital"	"WA-USA"	"Academia"
1282883388	"Seton Healthcare Family"	"TX-USA"	"Academia"
1282927834	"Cedars-Sinai Medical Center"	"CA-USA"	"Academia"
1283092701	"Saint Barnabas Medical Center"	"NJ-USA"	"Academia"
1283247047	"The Research Institute at Nationwide Children's Hospital"	"OH-USA"	"Academia"
1283280774	"Brigham and Women's Hospital"	"MA-USA"	"Academia"
1283654650	"Greenville Health System"	"SC-USA"	"Academia"
1283951974	"IntraHealth International"	"NC-USA"	"Academia"
1284037270	"Parkland Memorial Hospital"	"TX-USA"	"Academia"
1284353912	"Ventana Medical Systems"	"AZ-USA"	"Academia"
1284541357	"Gundersen Health System"	"WI-USA"	"Academia"
1285204247	"Cincinnati Children's Hospital Medical Center"	"OH-USA"	"Academia"
1285210727	"UK HealthCare"	"KY-USA"	"Academia"
1285541721	"Sentara Norfolk General Hospital"	"VA-USA"	"Academia"
1285730425	"Medical Center of Central Georgia"	"GA-USA"	"Academia"
1285739803	"MedStar Washington Hospital Center"	"WDC-USA"	"Academia"
1286490081	"Boston Medical Center"	"MA-USA"	"Academia"
1286604053	"Advocate Sherman Hospital"	"IL-USA"	"Academia"
1286908927	"Baptist Memorial Hospital-Memphis"	"TN-USA"	"Academia"
1286960001	"Parkland Health & Hospital System"	"TX-USA"	"Academia"
1287435762	"WellStar Health System"	"GA-USA"	"Academia"
1287470202	"Marianjoy Rehabilitation Hospital and Clinics"	"IL-USA"	"Academia"
1287610024	"Hauptman-Woodward Medical Research Institute"	"NY-USA"	"Academia"
1287643137	"Beth Israel Medical Center"	"NY-USA"	"Academia"
1287935422	"Landmark Medical Center"	"RI-USA"	"Academia"
1288070718	"Grant Medical Center"	"OH-USA"	"Academia"
1288380561	"Animal and Plant Health Inspection Service"	"MD-USA"	"Academia"
1288835491	"Milford Regional Medical Center"	"MA-USA"	"Academia"
1288882113	"Boston Children's Hospital"	"MA-USA"	"Academia"
1289019353	"Lahey Hospital & Medical Center"	"MA-USA"	"Academia"
1289079397	"Bronx-Lebanon Hospital Center"	"NY-USA"	"Academia"
1289152132	"Immanuel Medical Center"	"NE-USA"	"Academia"
1289422878	"Dartmouth–Hitchcock Medical Center"	"NH-USA"	"Academia"
1289459604	"All Children's Hospital"	"FL-USA"	"Academia"
1289499695	"Women & Children's Hospital of Buffalo"	"NY-USA"	"Academia"
1289517624	"Memorial Hermann Texas Medical Center"	"TX-USA"	"Academia"
1289568071	"San Antonio Military Medical Center"	"TX-USA"	"Academia"
1290900354	"Tufts Medical Center"	"MA-USA"	"Academia"
1291048835	"Lower Manhattan Hospital"	"NY-USA"	"Academia"
1291475445	"Children's Health Fund"	"NY-USA"	"Academia"
1291847170	"California Health and Human Services Agency"	"CA-USA"	"Academia"
1292069884	"Greater Baltimore Medical Center"	"MD-USA"	"Academia"
1292197403	"Athens Regional Medical Center"	"GA-USA"	"Academia"
1292462581	"White Memorial Medical Center"	"CA-USA"	"Academia"
1292479470	"USANA Health Sciences"	"UT-USA"	"Academia"
1292815773	"St. Joseph Hospital"	"NH-USA"	"Academia"
1292848113	"Baptist Hospital of Miami"	"FL-USA"	"Academia"
1293406163	"Wheaton Franciscan Healthcare"	"WI-USA"	"Academia"
1293487830	"Geisinger Medical Center"	"PA-USA"	"Academia"
1294278766	"Children's Memorial Hospital"	"IL-USA"	"Academia"
1294429298	"Morgan Stanley Children's Hospital"	"NY-USA"	"Academia"
1294621630	"Florida State Hospital"	"FL-USA"	"Academia"
1294639003	"Summa Health System"	"OH-USA"	"Academia"
1294645543	"Mt. Washington Pediatric Hospital"	"MD-USA"	"Academia"
1295876152	"Houston Methodist Hospital"	"TX-USA"	"Academia"
1295908608	"San Francisco General Hospital"	"CA-USA"	"Academia"
1296080982	"Naval Medical Center San Diego"	"CA-USA"	"Academia"
1296604144	"Memorial Hospital of South Bend"	"IN-USA"	"Academia"
1296644651	"Howard Brown Health Center"	"IL-USA"	"Academia"
1296738849	"Rochester General Health System"	"NY-USA"	"Academia"
1296745818	"Central DuPage Hospital"	"IL-USA"	"Academia"
1297058315	"Mount Auburn Hospital"	"MA-USA"	"Academia"
1297146656	"MedStar National Rehabilitation Hospital"	"WDC-USA"	"Academia"
1297202495	"Concord Hospital"	"NH-USA"	"Academia"
1297402049	"St. John's Hospital"	"MN-USA"	"Academia"
1297463080	"Children's Medical Center of Dallas"	"TX-USA"	"Academia"
1297471133	"Hunterdon Medical Center"	"NJ-USA"	"Academia"
1297785818	"International Medical Corps"	"CA-USA"	"Academia"
1297969416	"Conemaugh Health System"	"PA-USA"	"Academia"
1298940622	"St. Vincent Mercy Medical Center"	"OH-USA"	"Academia"
1299218025	"MetroHealth"	"OH-USA"	"Academia"
1299406639	"Monroe Carell Jr. Children's Hospital at Vanderbilt"	"TN-USA"	"Academia"
1299501804	"Michael E. DeBakey Veterans Affairs Medical Center in Houston"	"TX-USA"	"Academia"
1299725459	"Barnes-Jewish Hospital"	"MO-USA"	"Academia"
1300027531	"Porter Medical Center"	"VT-USA"	"Academia"
1301076528	"City of Hope National Medical Center"	"CA-USA"	"Academia"
1301864278	"Arkansas Children's Hospital"	"AR-USA"	"Academia"
1301914252	"Baton Rouge General Medical Center – Mid-City Campus"	"LA-USA"	"Academia"
1302084367	"Providence Saint Joseph Medical Center"	"CA-USA"	"Academia"
1302163369	"Hartford Hospital"	"CT-USA"	"Academia"
1302444339	"North Shore-LIJ Health System"	"NY-USA"	"Academia"
1303043848	"Health Effects Institute"	"MA-USA"	"Academia"
1303243448	"UMass Memorial Health Care"	"MA-USA"	"Academia"
1303481939	"Naval Medical Center Portsmouth"	"VA-USA"	"Academia"
1303628097	"Bayfront Health St. Petersburg"	"FL-USA"	"Academia"
1303964898	"Our Lady of the Lake Regional Medical Center"	"TN-USA"	"Academia"
1304127598	"Group Health Cooperative"	"WA-USA"	"Academia"
1304161147	"Mission Health System"	"NC-USA"	"Academia"
1304269903	"Trinity Health"	"MI-USA"	"Academia"
1304278710	"Children's Hospital of Orange County"	"CA-USA"	"Academia"
1305001552	"Grady Memorial Hospital"	"GA-USA"	"Academia"
1305782762	"Greenwich Hospital"	"CT-USA"	"Academia"
1305840828	"Sanford Health"	"SD-USA"	"Academia"
1305995100	"Clinic for Special Children"	"PA-USA"	"Academia"
1306117286	"Huntington Hospital"	"CA-USA"	"Academia"
1306430637	"St. Vincent's Health System"	"AL-USA"	"Academia"
1306622284	"Legacy Emanuel Medical Center"	"OR-USA"	"Academia"
1306862143	"Memorial Hermann Healthcare System"	"TX-USA"	"Academia"
1307117695	"Nebraska Medical Center"	"NE-USA"	"Academia"
1307593823	"Virginia Garcia Memorial Health Center"	"OR-USA"	"Academia"
1308343090	"Carle Foundation Hospital"	"IL-USA"	"Academia"
1308791923	"Sparrow Health System"	"MI-USA"	"Academia"
1309104334	"Fairview Health Services"	"MN-USA"	"Academia"
1310298795	"St. Agnes Hospital"	"MD-USA"	"Academia"
1310342693	"Brooklyn Hospital Center"	"NY-USA"	"Academia"
1310421338	"Allegheny Health Network"	"PA-USA"	"Academia"
1310433655	"Institute for OneWorld Health"	"CA-USA"	"Academia"
1310546135	"Froedtert Hospital"	"WI-USA"	"Academia"
1310729568	"Deaconess Hospital"	"WA-USA"	"Academia"
1310826714	"Austin State Hospital"	"TX-USA"	"Academia"
1311914864	"Scripps Health"	"CA-USA"	"Academia"
1312008915	"Kuakini Medical Center"	"HI-USA"	"Academia"
1312429998	"Swedish Covenant Hospital"	"IL-USA"	"Academia"
1312537475	"Naval Medical Research Center"	"MD-USA"	"Academia"
1312636312	"Good Samaritan Hospital"	"OH-USA"	"Academia"
1313298211	"St. Jude Children's Research Hospital"	"TN-USA"	"Academia"
1313334418	"Cone Health"	"NC-USA"	"Academia"
1313458441	"Catholic Medical Center"	"NH-USA"	"Academia"
1313504624	"Main Line Health"	"PA-USA"	"Academia"
1313558178	"Pine Rest Christian Mental Health Services"	"MI-USA"	"Academia"
1314135232	"Nationwide Children's Hospital"	"OH-USA"	"Academia"
1314179348	"Mercy Health"	"WI-USA"	"Academia"
1315135799	"Marshfield Clinic"	"WI-USA"	"Academia"
1315684715	"The Queen's Medical Center"	"HI-USA"	"Academia"
1315708478	"San Francisco VA Medical Center"	"CA-USA"	"Academia"
1315725831	"Southwestern Vermont Medical Center"	"VT-USA"	"Academia"
1315778391	"Lehigh Valley Hospital"	"PA-USA"	"Academia"
1316036230	"Madonna Rehabilitation Hospital"	"NE-USA"	"Academia"
1316158181	"Fort Belvoir Community Hospital"	"VA-USA"	"Academia"
1316535847	"Beth Israel Deaconess Medical Center"	"MA-USA"	"Academia"
1316844076	"Munson Medical Center"	"MI-USA"	"Academia"
1316902750	"Cleveland Clinic"	"OH-USA"	"Academia"
1317886745	"Virginia Mason Medical Center"	"WA-USA"	"Academia"
1318101084	"Integris Baptist Medical Center"	"OK-USA"	"Academia"
1318643470	"Union Hospital"	"IN-USA"	"Academia"
1319181961	"Saint Thomas Health"	"TN-USA"	"Academia"
1319677595	"Torrance Memorial Medical Center"	"CA-USA"	"Academia"
1319743688	"Abbott Northwestern Hospital"	"MN-USA"	"Academia"
1320343167	"Ascension Health"	"MO-USA"	"Academia"
1320796813	"Mount Sinai Health System"	"NY-USA"	"Academia"
1320999358	"McLaren–Greater Lansing Hospital"	"MI-USA"	"Academia"
1321274958	"Medco Health Solutions"	"NJ-USA"	"Academia"
1321404777	"Presbyterian Health Services"	"NM-USA"	"Academia"
1321573313	"Chesapeake Regional Medical Center"	"VA-USA"	"Academia"
1321686444	"Westchester Medical Center"	"NY-USA"	"Academia"
1323035909	"Lutheran Medical Center"	"NY-USA"	"Academia"
1323086038	"Atlantic General Hospital"	"MD-USA"	"Academia"
1323444208	"Callen-Lorde Community Health Center"	"NY-USA"	"Academia"
1323485962	"Occupational Safety and Health Administration"	"WDC-USA"	"Academia"
1323778983	"Hospital of Saint Raphael"	"CT-USA"	"Academia"
1324021844	"St. Louis Children's Hospital"	"MO-USA"	"Academia"
1324118502	"Moses H. Cone Memorial Hospital"	"NC-USA"	"Academia"
1324220072	"Mount Sinai Hospital"	"NY-USA"	"Academia"
1324434092	"William Beaumont Army Medical Center"	"TX-USA"	"Academia"
1324574813	"Primary Children's Hospital"	"UT-USA"	"Academia"
1324868888	"Scott & White Hospital"	"TX-USA"	"Academia"
1325203003	"Cardinal Glennon Children's Hospital"	"MO-USA"	"Academia"
1325481341	"St. Joseph's Hospital and Medical Center"	"AZ-USA"	"Academia"
1325611130	"Kaleida Health"	"NY-USA"	"Academia"
1325670255	"Fitzsimons Army Medical Center"	"CO-USA"	"Academia"
1325808316	"MultiCare Health System"	"WA-USA"	"Academia"
1326029190	"Baptist Health"	"FL-USA"	"Academia"
1326063202	"Craig Hospital"	"CO-USA"	"Academia"
1326254912	"Alfred I. duPont Hospital for Children"	"DE-USA"	"Academia"
1326579796	"Friends Hospital"	"PA-USA"	"Academia"
1326779652	"Peninsula Regional Medical Center"	"MD-USA"	"Academia"
1326872476	"Maimonides Medical Center"	"NY-USA"	"Academia"
1326929380	"Allina Health"	"MN-USA"	"Academia"
1327543694	"Eisenhower Medical Center"	"CA-USA"	"Academia"
1327576362	"The Feinstein Institute for Medical Research"	"NY-USA"	"Academia"
1328302364	"Ingalls Memorial Hospital"	"IL-USA"	"Academia"
1328499231	"BJC HealthCare"	"MO-USA"	"Academia"
1328594524	"Children's Mercy Hospital"	"MO-USA"	"Academia"
1329527541	"Southwest General Health Center"	"OH-USA"	"Academia"
1330201311	"Trinity Medical Center"	"IL-USA"	"Academia"
1330307658	"Saint Joseph's Hospital of Atlanta"	"GA-USA"	"Academia"
1330342723	"Mayo Clinic"	"MN-USA"	"Academia"
1330654748	"Madigan Army Medical Center"	"WA-USA"	"Academia"
1331243681	"Children's Hospitals and Clinics of Minnesota"	"MN-USA"	"Academia"
1332462009	"Carolinas Medical Center-NorthEast"	"NC-USA"	"Academia"
1332492646	"St. Francis Medical Center"	"CA-USA"	"Academia"
1332586654	"Bronson Methodist Hospital"	"MI-USA"	"Academia"
1332596392	"Shriners Hospitals for Children"	"PA-USA"	"Academia"
1333109800	"St Lukes Episcopal Hospital"	"TX-USA"	"Academia"
1333535994	"UNC Health Care"	"NC-USA"	"Academia"
1334016132	"Lucile Packard Children's Hospital"	"CA-USA"	"Academia"
1334069289	"Carolinas Healthcare System"	"NC-USA"	"Academia"
1334126862	"New England Baptist Hospital"	"MA-USA"	"Academia"
1334484985	"St. Luke's Regional Medical Center"	"IA-USA"	"Academia"
1334523821	"Huntsville Hospital System"	"AL-USA"	"Academia"
1334536514	"Maine Medical Center"	"ME-USA"	"Academia"
1334972020	"Sharp Memorial Hospital"	"CA-USA"	"Academia"
1335043937	"UF Health Shands Hospital"	"FL-USA"	"Academia"
1335269842	"Womack Army Medical Center"	"NC-USA"	"Academia"
1335289525	"Montefiore Medical Center"	"NY-USA"	"Academia"
1335321130	"Children's Hospital of Philadelphia"	"PA-USA"	"Academia"
1335611166	"EngenderHealth"	"NY-USA"	"Academia"
1335686170	"Center for Devices and Radiological Health"	"MD-USA"	"Academia"
1335695989	"UAB Hospital"	"AL-USA"	"Academia"
1336053918	"Ochsner Health System"	"LA-USA"	"Academia"
1336196053	"Roger Williams Medical Center"	"RI-USA"	"Academia"
1336296694	"Berkshire Medical Center"	"MA-USA"	"Academia"
1336377119	"Substance Abuse and Mental Health Services Administration"	"MD-USA"	"Academia"
1336391540	"Dammasch State Hospital"	"OR-USA"	"Academia"
1336742384	"Children's National Medical Center"	"WDC-USA"	"Academia"
1336910626	"Children's Hospital Los Angeles"	"CA-USA"	"Academia"
1337241293	"Gay Men's Health Crisis"	"NY-USA"	"Academia"
1337852284	"Texas Medical Center"	"TX-USA"	"Academia"
1338449461	"Baystate Medical Center"	"MA-USA"	"Academia"
1339091601	"Saint Luke's Health System"	"MO-USA"	"Academia"
1339176976	"Mercy Medical Center (Baltimore, Maryland)"	"MD-USA"	"Academia"
1339531966	"Alaska Native Tribal Health Consortium"	"AK-USA"	"Academia"
1340088252	"Resurrection Health Care"	"IL-USA"	"Academia"
1340111290	"Mercy Medical Center (Cedar Rapids, Iowa)"	"IA-USA"	"Academia"
1340179700	"NewYork–Presbyterian Hospital"	"NY-USA"	"Academia"
1340665211	"San Joaquin Community Hospital"	"CA-USA"	"Academia"
1340727229	"John Muir Health"	"CA-USA"	"Academia"
1341135885	"Vidant Medical Center"	"NC-USA"	"Academia"
1341523491	"New York Methodist Hospital"	"NY-USA"	"Academia"
1341613880	"Charleston Area Medical Center"	"WV-USA"	"Academia"
1342092835	"Monmouth Medical Center"	"NJ-USA"	"Academia"
1342685819	"Trinity Mother Frances Health System"	"TX-USA"	"Academia"
1342728388	"Strong Memorial Hospital"	"NY-USA"	"Academia"
1342778266	"Providence Regional Medical Center Everett"	"WA-USA"	"Academia"
1342904200	"Oregon Health Authority"	"OR-USA"	"Academia"
1342924430	"LAC+USC Medical Center"	"CA-USA"	"Academia"
1343027649	"Walter Reed Army Medical Center"	"WDC-USA"	"Academia"
1343573832	"Mount Carmel Health"	"OH-USA"	"Academia"
1344073410	"Howard Hughes Medical Institute"	"MD-USA"	"Academia"
2799279203	"Palo Verde Hospital"	"CA-USA"	"Academia"
2799284024	"Silver Cross Hospital"	"IL-USA"	"Academia"
2799289046	"Ochsner Baptist Medical Center"	"LA-USA"	"Academia"
2799290049	"Summerlin Hospital Medical Center"	"NV-USA"	"Academia"
2799301129	"Ben Taub Hospital"	"TX-USA"	"Academia"
2799317650	"John Tracy Clinic"	"CA-USA"	"Academia"
2799318520	"South Georgia Medical Center"	"GA-USA"	"Academia"
2799334205	"Holland Hospital"	"MI-USA"	"Academia"
2799336735	"Poudre Valley Hospital"	"CO-USA"	"Academia"
2799338006	"MedStar Franklin Square Medical Center"	"MD-USA"	"Academia"
2799342462	"Naples Community Hospital Healthcare System"	"FL-USA"	"Academia"
2799342587	"Erlanger Health System"	"TN-USA"	"Academia"
2799356161	"Bon Secours Hospital"	"MD-USA"	"Academia"
2799359367	"Clinical Orthopaedics and Related Research"	"PA-USA"	"Academia"
2799370151	"Beaumont Health"	"MI-USA"	"Academia"
2799374411	"Carraway Methodist Medical Center"	"AL-USA"	"Academia"
2799382803	"Lakeland Health"	"MI-USA"	"Academia"
2799392488	"Littleton Adventist Hospital"	"CO-USA"	"Academia"
